Correlation,Article 1,Article 2
1.0,20448834,70466811
1.0,20448834,70532062
1.0,20448834,177225
1.0,177225,20508408
1.0,177225,20448834
1.0,80430534,50391421
1.0,392461,30263245
1.0,392461,426282
1.0,392461,30366007
1.0,392461,30460811
1.0,10365928,392461
1.0,10365928,30430536
1.0,10365928,50391421
1.0,10365928,80430534
1.0,10365928,60365855
1.0,10365928,30392469
1.0,10365928,426282
1.0,40291667,70488318
1.0,30366007,392461
1.0,30366007,10365928
1.0,30366007,30430536
1.0,30366007,50391421
1.0,392461,30392469
1.0,392461,20214566
1.0,30366007,60365855
1.0,392461,50391421
1.0,80430534,60365855
1.0,80430534,30392469
1.0,80430534,426282
1.0,80430534,30366007
1.0,392461,30430536
1.0,392461,10257306
1.0,392461,214505
1.0,392461,20207410
1.0,392461,30277959
1.0,392461,10365928
1.0,392461,80430534
1.0,392461,60365855
1.0,392461,70214559
1.0,392461,30256891
1.0,392461,60246396
1.0,30366007,80430534
1.0,30366007,30392469
1.0,177225,40323654
1.0,60365855,10365928
1.0,60365855,50391421
1.0,60365855,80430534
1.0,60365855,30392469
1.0,60365855,426282
1.0,60365855,30366007
1.0,334923,40498234
1.0,40498234,334923
1.0,177225,20312492
1.0,177225,20132453
1.0,177225,90213549
1.0,177225,30213552
1.0,177225,90538001
1.0,177225,70466811
1.0,177225,70532062
1.0,177225,50512649
1.0,60365855,30430536
1.0,60365855,392461
1.0,30366007,426282
1.0,50391421,30366007
1.0,30392469,392461
1.0,30392469,10365928
1.0,30392469,30430536
1.0,30392469,50391421
1.0,30392469,80430534
1.0,30392469,60365855
1.0,30392469,426282
1.0,30392469,30366007
1.0,50391421,392461
1.0,50391421,10365928
1.0,50391421,30430536
1.0,50391421,80430534
1.0,50391421,60365855
1.0,50391421,30392469
1.0,50391421,426282
1.0,20482494,40243214
1.0,20482494,50516063
1.0,20482494,20549668
1.0,90205484,40205599
1.0,90205484,60335199
1.0,90205484,20359229
1.0,90205484,80398058
1.0,90205484,205493
1.0,90205484,10205633
1.0,90205484,10205614
1.0,90205484,40234436
1.0,90205484,50205495
1.0,90205484,40204651
1.0,90205484,205662
1.0,90205484,212554
1.0,90205484,30212562
1.0,90205484,80519946
1.0,90205484,60285024
1.0,90205484,20285040
1.0,90205484,80205535
1.0,90205484,80213432
1.0,90205484,30312236
1.0,90205484,80524882
1.0,80519946,70213569
1.0,80519946,80208261
1.0,80519946,10205483
1.0,80519946,30238859
1.0,80519946,30261307
1.0,90205484,285036
1.0,90205484,10311539
1.0,90205484,90205498
1.0,90205484,90285032
1.0,90205484,60205485
1.0,90205484,4375085
1.0,90205484,50285034
1.0,90205484,50238858
1.0,90205484,20297279
1.0,90205484,10301960
1.0,90205484,30205496
1.0,90205484,205501
1.0,80519946,30205613
1.0,90205498,10301960
1.0,90205498,80213432
1.0,90205498,40205599
1.0,90205498,80205535
1.0,90205498,60335199
1.0,90205498,20359229
1.0,90205498,80398058
1.0,90205498,205493
1.0,90205498,10205633
1.0,90205498,10205614
1.0,90205498,40234436
1.0,90205498,50205495
1.0,90205498,40204651
1.0,90205498,205662
1.0,90205498,212554
1.0,90205498,90205484
1.0,90205498,80524882
1.0,90205498,20297279
1.0,90205484,70285028
1.0,90205498,50238858
1.0,90205484,10338421
1.0,90205484,20204652
1.0,90205484,30205613
1.0,90205484,70205480
1.0,90205484,70213569
1.0,90205484,80208261
1.0,90205484,10205483
1.0,90205484,30238859
1.0,90205484,30261307
1.0,90205498,285036
1.0,90205498,10311539
1.0,90205498,90285032
1.0,90205498,60205485
1.0,90205498,4375085
1.0,90205498,50285034
1.0,80519946,70205480
1.0,80519946,20204652
1.0,50454036,40436774
1.0,80213432,50205495
1.0,80213432,205662
1.0,80213432,212554
1.0,80213432,90205484
1.0,80213432,30212562
1.0,80213432,80519946
1.0,80213432,60285024
1.0,80213432,20285040
1.0,80213432,30205496
1.0,80213432,30312236
1.0,80213432,205501
1.0,80213432,70285028
1.0,80213432,10338421
1.0,80213432,20204652
1.0,80213432,30205613
1.0,80213432,70205480
1.0,80213432,40204651
1.0,80213432,40234436
1.0,80213432,80208261
1.0,80213432,10205614
1.0,80213432,90285032
1.0,80213432,60205485
1.0,80213432,4375085
1.0,80213432,50285034
1.0,80213432,50238858
1.0,80213432,20297279
1.0,80213432,10301960
1.0,80213432,80524882
1.0,80213432,40205599
1.0,80213432,80205535
1.0,80213432,60335199
1.0,80213432,20359229
1.0,80213432,80398058
1.0,80213432,205493
1.0,80213432,10205633
1.0,80213432,70213569
1.0,80213432,10205483
1.0,80519946,10338421
1.0,80519946,80398058
1.0,80519946,10205633
1.0,80519946,10205614
1.0,80519946,40234436
1.0,80519946,50205495
1.0,80519946,40204651
1.0,80519946,205662
1.0,80519946,212554
1.0,80519946,90205484
1.0,80519946,30212562
1.0,80519946,60285024
1.0,80519946,20285040
1.0,80519946,30205496
1.0,80519946,30312236
1.0,80519946,205501
1.0,80519946,70285028
1.0,80519946,205493
1.0,80519946,20359229
1.0,80213432,30238859
1.0,80519946,60335199
1.0,80213432,30261307
1.0,80519946,285036
1.0,80519946,10311539
1.0,80519946,90205498
1.0,80519946,90285032
1.0,80519946,60205485
1.0,80519946,4375085
1.0,80519946,50285034
1.0,80519946,50238858
1.0,80519946,20297279
1.0,80519946,10301960
1.0,80519946,80524882
1.0,80519946,80213432
1.0,80519946,40205599
1.0,80519946,80205535
1.0,90205498,30212562
1.0,90205498,80519946
1.0,90205498,60285024
1.0,10482036,10056770
1.0,10482036,100467
1.0,10482036,50395382
1.0,10482036,10477049
1.0,20504194,10482036
1.0,20504194,30432502
1.0,20504194,40504193
1.0,20504194,40534562
1.0,20504194,473693
1.0,20504194,10056770
1.0,20504194,30522381
1.0,20504194,100467
1.0,20504194,50395382
1.0,20504194,10477049
1.0,30432502,10482036
1.0,30432502,40504193
1.0,10482036,30522381
1.0,10482036,20504194
1.0,30432502,473693
1.0,10482036,473693
1.0,100467,50395382
1.0,100467,10477049
1.0,10477049,10482036
1.0,10477049,30432502
1.0,10477049,40504193
1.0,10477049,40534562
1.0,10477049,473693
1.0,10477049,20504194
1.0,10477049,10056770
1.0,10477049,30522381
1.0,10477049,100467
1.0,10477049,50395382
1.0,10482036,30432502
1.0,10482036,40504193
1.0,10482036,40534562
1.0,30432502,40534562
1.0,30432502,20504194
1.0,90205498,20285040
1.0,40504193,473693
1.0,40504193,10056770
1.0,40504193,30522381
1.0,40504193,100467
1.0,40504193,50395382
1.0,40504193,10477049
1.0,20378464,60399902
1.0,20378464,70421238
1.0,60399902,70421238
1.0,60399902,20378464
1.0,70421238,60399902
1.0,70421238,20378464
1.0,90184047,428549
1.0,20434115,50454036
1.0,20434115,40436774
1.0,50454036,20434115
1.0,40504193,20504194
1.0,40504193,40534562
1.0,30432502,10056770
1.0,40504193,30432502
1.0,30432502,30522381
1.0,30432502,100467
1.0,30432502,50395382
1.0,30432502,10477049
1.0,30522381,10482036
1.0,30522381,30432502
1.0,30522381,40504193
1.0,30522381,40534562
1.0,30522381,473693
1.0,30522381,20504194
1.0,30522381,10056770
1.0,30522381,100467
1.0,30522381,50395382
1.0,30522381,10477049
1.0,40504193,10482036
1.0,100467,30522381
1.0,100467,10056770
1.0,100467,20504194
1.0,90285032,4375085
1.0,90285032,50238858
1.0,90285032,20297279
1.0,90285032,10301960
1.0,90285032,80524882
1.0,90285032,80213432
1.0,90285032,40205599
1.0,90285032,80205535
1.0,90285032,60335199
1.0,90285032,20359229
1.0,90285032,80398058
1.0,90285032,205493
1.0,90285032,10205633
1.0,90285032,10205614
1.0,90285032,40234436
1.0,90285032,50205495
1.0,90285032,50285034
1.0,90285032,60205485
1.0,100467,473693
1.0,90285032,90205498
1.0,90205498,30205496
1.0,90205498,30312236
1.0,90205498,205501
1.0,90205498,70285028
1.0,90205498,10338421
1.0,90205498,20204652
1.0,90205498,30205613
1.0,90205498,70205480
1.0,90205498,70213569
1.0,90205498,80208261
1.0,90205498,10205483
1.0,90205498,30238859
1.0,90205498,30261307
1.0,90285032,285036
1.0,90285032,10311539
1.0,90285032,40204651
1.0,90285032,205662
1.0,90285032,212554
1.0,90285032,90205484
1.0,30295656,40243596
1.0,30295656,70118968
1.0,40243596,30295656
1.0,40243596,90224048
1.0,40243596,70118968
1.0,70118968,30295656
1.0,70118968,90224048
1.0,70118968,40243596
1.0,90224048,30295656
1.0,90224048,40243596
1.0,90224048,70118968
1.0,100467,10482036
1.0,100467,30432502
1.0,100467,40504193
1.0,100467,40534562
1.0,30295656,90224048
1.0,90285032,30261307
1.0,90285032,30238859
1.0,90285032,205501
1.0,90285032,30212562
1.0,90285032,80519946
1.0,90285032,60285024
1.0,90285032,20285040
1.0,90285032,30205496
1.0,90285032,30312236
1.0,90285032,70285028
1.0,90285032,10205483
1.0,90285032,10338421
1.0,90285032,20204652
1.0,90285032,30205613
1.0,90285032,70205480
1.0,90285032,70213569
1.0,90285032,80208261
1.0,20508408,50512649
1.0,20508408,40323654
1.0,20508408,20448834
1.0,30403571,90467089
1.0,40407922,60403584
1.0,40407922,90467089
1.0,40407922,30403571
1.0,90467089,60403584
1.0,90467089,30403571
1.0,90467089,40407922
1.0,90217972,473546
1.0,20263830,70429611
1.0,20263830,428549
1.0,70429611,20263830
1.0,70429611,428549
1.0,60518108,547038
1.0,60518108,20468110
1.0,547038,20468110
1.0,547038,60518108
1.0,30403571,40407922
1.0,30403571,60403584
1.0,30550779,90488100
1.0,40278307,366301
1.0,90190524,90282180
1.0,90190524,50246306
1.0,90190524,40301124
1.0,90190524,50378410
1.0,90190524,30388759
1.0,90190524,30263245
1.0,90190524,20467629
1.0,90190524,60261103
1.0,90462355,428549
1.0,90462355,20393662
1.0,44881100,40415031
1.0,44881100,10514358
1.0,10514358,40415031
1.0,10514358,44881100
1.0,366301,40278307
1.0,90488100,30550779
1.0,80458815,50458831
1.0,90190524,10246308
1.0,10486652,80275887
1.0,10486652,10443974
1.0,10486652,30219281
1.0,10486652,20275814
1.0,20461378,30493350
1.0,20461378,40499002
1.0,20461378,10492455
1.0,20461378,10486652
1.0,20461378,80275887
1.0,20461378,461379
1.0,20461378,10443974
1.0,20461378,30219281
1.0,20461378,20275814
1.0,30493350,40499002
1.0,30493350,10492455
1.0,30493350,20461378
1.0,10486652,461379
1.0,10486652,20461378
1.0,80458815,80458839
1.0,10486652,10492455
1.0,80458839,50458831
1.0,80458839,80458815
1.0,10489537,70489695
1.0,70489695,10489537
1.0,10520260,60193128
1.0,10520260,80532684
1.0,10520260,80429757
1.0,60193128,80532684
1.0,60193128,80429757
1.0,60193128,10520260
1.0,80532684,60193128
1.0,80532684,80429757
1.0,80532684,10520260
1.0,10486652,30493350
1.0,10486652,40499002
1.0,90190524,50277977
1.0,90190524,90124534
1.0,10203610,30214504
1.0,50378410,90282180
1.0,50378410,30277959
1.0,50378410,30388759
1.0,50378410,10378445
1.0,50378410,90256893
1.0,50378410,214505
1.0,50378410,70214559
1.0,10408683,30072255
1.0,10408683,10246308
1.0,10408683,90282180
1.0,10408683,90190524
1.0,10408683,30277959
1.0,10408683,50378410
1.0,10408683,30388759
1.0,10408683,10378445
1.0,10408683,90256893
1.0,50378410,90190524
1.0,50378410,10246308
1.0,10408683,70214559
1.0,50378410,10408683
1.0,20320312,60518472
1.0,20320312,20400016
1.0,20320312,10203610
1.0,10378445,30072255
1.0,10378445,10408683
1.0,10378445,10246308
1.0,10378445,90282180
1.0,10378445,90190524
1.0,10378445,30277959
1.0,10378445,50378410
1.0,10378445,30388759
1.0,10378445,90256893
1.0,10378445,214505
1.0,10378445,70214559
1.0,50378410,30072255
1.0,10408683,214505
1.0,30072255,10408683
1.0,90190524,90246328
1.0,30388759,90256893
1.0,30388759,70214559
1.0,90190524,40249541
1.0,90190524,10257306
1.0,90190524,40256895
1.0,90190524,30072255
1.0,90190524,70277981
1.0,90190524,30277959
1.0,90190524,50357002
1.0,90190524,90201725
1.0,90190524,10378445
1.0,90190524,20257315
1.0,90190524,30278727
1.0,90190524,70214559
1.0,90190524,10408683
1.0,90190524,20201724
1.0,30388759,214505
1.0,30388759,10378445
1.0,30072255,10246308
1.0,30388759,50378410
1.0,30072255,90282180
1.0,30072255,90190524
1.0,30072255,30277959
1.0,30072255,50378410
1.0,30072255,30388759
1.0,30072255,10378445
1.0,30072255,90256893
1.0,30072255,214505
1.0,30072255,70214559
1.0,30388759,30072255
1.0,30388759,10408683
1.0,30388759,10246308
1.0,30388759,90282180
1.0,30388759,90190524
1.0,30388759,30277959
1.0,30493350,10486652
1.0,30493350,80275887
1.0,30493350,461379
1.0,10211276,20246360
1.0,10211276,40201723
1.0,10211276,20201724
1.0,10211276,70246348
1.0,10211276,70246386
1.0,10211276,30246388
1.0,10211276,70404026
1.0,10211276,10246308
1.0,10211276,421185
1.0,10211276,60257648
1.0,10211276,20246708
1.0,10211276,50246306
1.0,10211276,20214566
1.0,10211276,50334303
1.0,30246388,40201723
1.0,30246388,50404032
1.0,10211276,70214559
1.0,10211276,90256893
1.0,30246388,10277984
1.0,10211276,70277957
1.0,50404027,30256891
1.0,50404027,80458189
1.0,50404027,70246348
1.0,50404027,30246388
1.0,50404027,30404028
1.0,10211276,10277984
1.0,10211276,70257638
1.0,10211276,90246352
1.0,10211276,50404027
1.0,10211276,40458191
1.0,10211276,60442383
1.0,10211276,214505
1.0,10211276,70277981
1.0,10211276,80458189
1.0,10211276,30277959
1.0,30246388,60257648
1.0,30246388,10211276
1.0,30493350,10443974
1.0,50246306,50357002
1.0,50246306,20257315
1.0,50246306,90256893
1.0,50246306,30278727
1.0,50246306,30256891
1.0,50246306,40201723
1.0,50246306,30404028
1.0,50246306,70246348
1.0,50246306,30246388
1.0,50246306,90246328
1.0,50246306,90124534
1.0,50246306,50277977
1.0,50246306,60257648
1.0,50246306,40301124
1.0,50246306,30263245
1.0,50246306,20467629
1.0,50246306,90201725
1.0,50246306,80458189
1.0,30246388,20201724
1.0,50246306,10211276
1.0,30246388,70277981
1.0,30246388,50246306
1.0,30246388,30256891
1.0,30246388,80458189
1.0,30246388,70246348
1.0,30246388,50404027
1.0,30246388,30404028
1.0,50246306,50404032
1.0,50246306,10277984
1.0,50246306,90190524
1.0,50246306,40249541
1.0,50246306,10257306
1.0,50246306,50404027
1.0,50246306,40256895
1.0,50246306,214505
1.0,50404027,50246306
1.0,50404027,70277981
1.0,50404027,20201724
1.0,80515873,40458186
1.0,80515873,20257315
1.0,80515873,50183993
1.0,80515873,256944
1.0,256944,50277977
1.0,256944,40421188
1.0,256944,324518
1.0,256944,30263245
1.0,256944,40458186
1.0,256944,30211275
1.0,256944,20257315
1.0,256944,50183993
1.0,256944,80515873
1.0,30211275,50277977
1.0,30211275,40421188
1.0,30211275,324518
1.0,80515873,30211275
1.0,80515873,30263245
1.0,50404027,10211276
1.0,80515873,324518
1.0,30493350,30219281
1.0,30493350,20275814
1.0,40499002,30493350
1.0,40499002,10492455
1.0,40499002,20461378
1.0,40499002,10486652
1.0,40499002,80275887
1.0,40499002,461379
1.0,40499002,10443974
1.0,40499002,30219281
1.0,40499002,20275814
1.0,395624,10485252
1.0,10485252,395624
1.0,80515873,50277977
1.0,80515873,40421188
1.0,30211275,30263245
1.0,30211275,40458186
1.0,30211275,20257315
1.0,30211275,50183993
1.0,40458186,256944
1.0,40458186,80515873
1.0,50183993,50277977
1.0,50183993,40421188
1.0,50183993,324518
1.0,50183993,30263245
1.0,50183993,40458186
1.0,50183993,30211275
1.0,50183993,20257315
1.0,50183993,256944
1.0,50183993,80515873
1.0,50404027,40201723
1.0,50404027,50404032
1.0,50404027,60257648
1.0,50404027,10277984
1.0,40458186,50183993
1.0,40458186,20257315
1.0,40458186,30211275
1.0,40421188,30211275
1.0,30211275,256944
1.0,30211275,80515873
1.0,40421188,50277977
1.0,40421188,324518
1.0,40421188,30263245
1.0,40421188,40458186
1.0,40421188,20257315
1.0,40458186,30263245
1.0,40421188,50183993
1.0,40421188,256944
1.0,40421188,80515873
1.0,40458186,50277977
1.0,40458186,40421188
1.0,40458186,324518
1.0,10203610,257298
1.0,10203610,20400016
1.0,20508408,40508407
1.0,40508884,20448834
1.0,40508884,20508408
1.0,40508884,50213546
1.0,40508884,90279719
1.0,40508884,70213545
1.0,40508884,20543001
1.0,40508884,542998
1.0,40508884,40448036
1.0,50213546,20312492
1.0,50213546,20132453
1.0,50213546,453058
1.0,50213546,90213549
1.0,50213546,30213552
1.0,50213546,90538001
1.0,50213546,70466811
1.0,50213546,70532062
1.0,40508884,40508407
1.0,40508884,40323654
1.0,50213546,50512649
1.0,40508884,50512649
1.0,40508407,50213546
1.0,40508407,90279719
1.0,40508407,70213545
1.0,40508407,20543001
1.0,40508407,542998
1.0,40508407,40448036
1.0,40508407,40508884
1.0,40508884,20312492
1.0,40508884,20132453
1.0,40508884,90213549
1.0,40508884,30213552
1.0,40508884,90538001
1.0,40508884,70466811
1.0,40508884,70532062
1.0,40508884,177225
1.0,50213546,177225
1.0,50213546,90488143
1.0,40508407,20448834
1.0,50213546,20193899
1.0,50512649,20132453
1.0,50512649,90213549
1.0,50512649,30213552
1.0,50512649,90538001
1.0,50512649,70466811
1.0,50512649,70532062
1.0,50512649,177225
1.0,50512649,40323654
1.0,50512649,20448834
1.0,50512649,40508407
1.0,50512649,20508408
1.0,50512649,50213546
1.0,50512649,90279719
1.0,50512649,70213545
1.0,50512649,20543001
1.0,50512649,20312492
1.0,50213546,60159520
1.0,50213546,30258913
1.0,50213546,40508884
1.0,50213546,40323654
1.0,50213546,20448834
1.0,50213546,40508407
1.0,50213546,80258915
1.0,50213546,60512875
1.0,50213546,20508408
1.0,50213546,90279719
1.0,50213546,20317079
1.0,50213546,70213545
1.0,50213546,20543001
1.0,50213546,80094014
1.0,50213546,60512861
1.0,50213546,20476346
1.0,50213546,542998
1.0,50213546,40448036
1.0,40508407,20508408
1.0,40508407,40323654
1.0,10203610,30263245
1.0,20543001,20448834
1.0,20543001,20508408
1.0,20543001,50213546
1.0,20543001,90279719
1.0,20543001,70213545
1.0,20543001,542998
1.0,20543001,40448036
1.0,20543001,40508884
1.0,30213552,20312492
1.0,30213552,20132453
1.0,30213552,90213549
1.0,30213552,90538001
1.0,30213552,70466811
1.0,30213552,70532062
1.0,30213552,177225
1.0,30213552,50512649
1.0,20543001,40508407
1.0,20543001,40323654
1.0,30213552,20448834
1.0,20543001,50512649
1.0,20508408,50213546
1.0,20508408,90279719
1.0,20508408,70213545
1.0,20508408,20543001
1.0,20508408,542998
1.0,20508408,40448036
1.0,20508408,40508884
1.0,20543001,20312492
1.0,20543001,20132453
1.0,20543001,90213549
1.0,20543001,30213552
1.0,20543001,90538001
1.0,20543001,70466811
1.0,20543001,70532062
1.0,20543001,177225
1.0,30213552,40323654
1.0,30213552,40508407
1.0,40508407,50512649
1.0,40323654,40508407
1.0,40323654,50213546
1.0,40323654,90279719
1.0,40323654,70213545
1.0,40323654,20543001
1.0,40323654,542998
1.0,40323654,40448036
1.0,40323654,40508884
1.0,40508407,20312492
1.0,40508407,20132453
1.0,40508407,90213549
1.0,40508407,30213552
1.0,40508407,90538001
1.0,40508407,70466811
1.0,40508407,70532062
1.0,40508407,177225
1.0,40323654,20508408
1.0,40323654,20448834
1.0,30213552,20508408
1.0,40323654,50512649
1.0,30213552,50213546
1.0,30213552,90279719
1.0,30213552,70213545
1.0,30213552,20543001
1.0,30213552,542998
1.0,30213552,40448036
1.0,30213552,40508884
1.0,40323654,20312492
1.0,40323654,20132453
1.0,40323654,90213549
1.0,40323654,30213552
1.0,40323654,90538001
1.0,40323654,70466811
1.0,40323654,70532062
1.0,40323654,177225
1.0,50512649,542998
1.0,50512649,40448036
1.0,50512649,40508884
1.0,20312492,40448036
1.0,40448036,20312492
1.0,40448036,20132453
1.0,40448036,90213549
1.0,40448036,30213552
1.0,40448036,90538001
1.0,40448036,70466811
1.0,40448036,70532062
1.0,40448036,177225
1.0,40448036,50512649
1.0,40448036,40323654
1.0,40448036,20448834
1.0,40448036,40508407
1.0,40448036,20508408
1.0,40448036,50213546
1.0,40448036,90279719
1.0,20312492,40508884
1.0,20312492,542998
1.0,40448036,20543001
1.0,20312492,20543001
1.0,20312492,20132453
1.0,20312492,90213549
1.0,20312492,30213552
1.0,20312492,90538001
1.0,20312492,70466811
1.0,20312492,70532062
1.0,20312492,177225
1.0,20312492,50512649
1.0,20312492,40323654
1.0,20312492,20448834
1.0,20312492,40508407
1.0,20312492,20508408
1.0,20312492,50213546
1.0,20312492,90279719
1.0,20312492,70213545
1.0,40448036,70213545
1.0,40448036,542998
1.0,70213545,20312492
1.0,10203610,50404032
1.0,10203610,90246352
1.0,10203610,50214560
1.0,10203610,10446883
1.0,10203610,70238541
1.0,10203610,60518472
1.0,10203610,60344735
1.0,10203610,70277957
1.0,10203610,30256891
1.0,10203610,30404028
1.0,10203610,90529087
1.0,10203610,70246386
1.0,10203610,70404026
1.0,10203610,20320312
1.0,10203610,338412
1.0,10203610,20246708
1.0,10203610,70257638
1.0,60518472,10203610
1.0,40448036,40508884
1.0,60518472,20400016
1.0,20341965,30219281
1.0,20341965,80275887
1.0,30219281,30493350
1.0,30219281,40499002
1.0,30219281,10492455
1.0,30219281,20461378
1.0,30219281,10486652
1.0,30219281,20341965
1.0,30219281,461379
1.0,30219281,10443974
1.0,30219281,20275814
1.0,20400016,60518472
1.0,20400016,20320312
1.0,20400016,10203610
1.0,60518472,20320312
1.0,90279719,40508884
1.0,90279719,40448036
1.0,90279719,542998
1.0,70213545,40508884
1.0,70466811,20132453
1.0,70466811,90213549
1.0,70466811,30213552
1.0,70466811,90538001
1.0,70466811,70532062
1.0,70466811,177225
1.0,70466811,50512649
1.0,70466811,40323654
1.0,70466811,20448834
1.0,70466811,40508407
1.0,70466811,20508408
1.0,70466811,50213546
1.0,70466811,90279719
1.0,70466811,70213545
1.0,70466811,20543001
1.0,70466811,20312492
1.0,70213545,40448036
1.0,90279719,20543001
1.0,70213545,542998
1.0,70213545,20132453
1.0,70213545,90213549
1.0,70213545,30213552
1.0,70213545,90538001
1.0,70213545,70466811
1.0,70213545,70532062
1.0,70213545,177225
1.0,70213545,50512649
1.0,70213545,40323654
1.0,70213545,20448834
1.0,70213545,40508407
1.0,70213545,20508408
1.0,70213545,50213546
1.0,70213545,90279719
1.0,70213545,20543001
1.0,70466811,542998
1.0,70466811,40448036
1.0,70466811,40508884
1.0,90213549,20312492
1.0,90279719,20312492
1.0,90279719,20132453
1.0,90279719,90213549
1.0,90279719,30213552
1.0,90279719,90538001
1.0,90279719,70466811
1.0,90279719,70532062
1.0,90279719,177225
1.0,90279719,50512649
1.0,90279719,40323654
1.0,90279719,20448834
1.0,90279719,40508407
1.0,90279719,20508408
1.0,90279719,50213546
1.0,90279719,70213545
1.0,90213549,40508884
1.0,90213549,40448036
1.0,90213549,542998
1.0,90213549,50512649
1.0,90213549,20132453
1.0,90213549,30213552
1.0,90213549,90538001
1.0,90213549,70466811
1.0,90213549,70532062
1.0,90213549,177225
1.0,90213549,40323654
1.0,90213549,20543001
1.0,90213549,20448834
1.0,90213549,40508407
1.0,90213549,20508408
1.0,90213549,50213546
1.0,90213549,90279719
1.0,90213549,70213545
1.0,40291667,40351246
1.0,80377937,50490138
1.0,40291667,80261258
1.0,20334314,50497818
1.0,20334314,60331200
1.0,20334314,70330945
1.0,20334314,60505511
1.0,10385926,70331186
1.0,10385926,30263245
1.0,10385926,80331063
1.0,10385926,330982
1.0,10385926,20331198
1.0,10385926,10246308
1.0,10385926,40331164
1.0,10385926,10331194
1.0,10385926,20524677
1.0,10385926,60331059
1.0,10385926,307552
1.0,10385926,30514036
1.0,10385926,514033
1.0,10385926,40497828
1.0,10385926,70514039
1.0,10385926,10257306
1.0,10385926,50497818
1.0,10385926,10330948
1.0,10385926,60331200
1.0,10385926,20334314
1.0,10385926,70330945
1.0,10385926,60505511
1.0,70514039,70331186
1.0,70514039,30263245
1.0,20334314,10330948
1.0,20334314,10257306
1.0,40497828,60331059
1.0,20334314,70514039
1.0,40497828,30514036
1.0,40497828,466598
1.0,40497828,514033
1.0,40497828,331057
1.0,40497828,40436774
1.0,40497828,70434113
1.0,40497828,70514039
1.0,40497828,10257306
1.0,40497828,50497818
1.0,40497828,10330948
1.0,40497828,20334314
1.0,40497828,90309245
1.0,20334314,70331186
1.0,20334314,30263245
1.0,20334314,80331063
1.0,20334314,330982
1.0,20334314,20331198
1.0,20334314,10246308
1.0,20334314,40331164
1.0,20334314,10331194
1.0,20334314,10385926
1.0,20334314,20524677
1.0,20334314,60331059
1.0,20334314,307552
1.0,20334314,30514036
1.0,20334314,514033
1.0,20334314,40497828
1.0,70514039,80331063
1.0,70514039,330982
1.0,70514039,20331198
1.0,70514039,10246308
1.0,30514036,70514039
1.0,30514036,10257306
1.0,30514036,50497818
1.0,30514036,10330948
1.0,30514036,60331200
1.0,30514036,20334314
1.0,30514036,70330945
1.0,30514036,60505511
1.0,20524677,70331186
1.0,20524677,30263245
1.0,20524677,80331063
1.0,20524677,330982
1.0,20524677,20331198
1.0,20524677,10246308
1.0,20524677,40331164
1.0,20524677,10331194
1.0,20524677,10385926
1.0,20524677,60331059
1.0,20524677,307552
1.0,20524677,30514036
1.0,20524677,514033
1.0,20524677,40497828
1.0,20524677,70514039
1.0,20524677,10257306
1.0,20524677,50497818
1.0,20524677,10330948
1.0,20524677,60331200
1.0,30514036,40497828
1.0,30514036,514033
1.0,30514036,307552
1.0,70514039,60331200
1.0,70514039,40331164
1.0,70514039,10331194
1.0,70514039,10385926
1.0,70514039,20524677
1.0,70514039,60331059
1.0,70514039,307552
1.0,70514039,30514036
1.0,70514039,514033
1.0,70514039,40497828
1.0,70514039,10257306
1.0,70514039,50497818
1.0,70514039,10330948
1.0,70514039,20334314
1.0,30514036,60331059
1.0,70514039,70330945
1.0,70514039,60505511
1.0,30514036,70331186
1.0,30514036,30263245
1.0,30514036,80331063
1.0,30514036,330982
1.0,30514036,20331198
1.0,30514036,10246308
1.0,30514036,40331164
1.0,30514036,10331194
1.0,30514036,10385926
1.0,30514036,20524677
1.0,40497828,307552
1.0,40497828,20434163
1.0,330982,20524677
1.0,80331063,50497818
1.0,80331063,60331200
1.0,80331063,20334314
1.0,80331063,70330945
1.0,80331063,60505511
1.0,60331200,70331186
1.0,60331200,30263245
1.0,60331200,40331055
1.0,60331200,336432
1.0,60331200,80331063
1.0,60331200,330982
1.0,60331200,10246308
1.0,60331200,40331164
1.0,60331200,10331194
1.0,60331200,10385926
1.0,60331200,90331166
1.0,60331200,20524677
1.0,60331200,60331059
1.0,60331200,307552
1.0,60331200,30514036
1.0,60331200,50330951
1.0,60331200,514033
1.0,60331200,331057
1.0,60331200,70514039
1.0,60331200,10257306
1.0,60331200,50497818
1.0,60331200,10330948
1.0,60331200,20334314
1.0,80331063,10330948
1.0,80331063,10257306
1.0,40497828,20524677
1.0,80331063,70514039
1.0,330982,60331059
1.0,330982,307552
1.0,330982,30514036
1.0,330982,331161
1.0,330982,514033
1.0,330982,40497828
1.0,330982,70514039
1.0,330982,10257306
1.0,330982,50497818
1.0,330982,40452575
1.0,330982,60331200
1.0,330982,20334314
1.0,330982,60505511
1.0,80331063,70331186
1.0,80331063,30263245
1.0,80331063,330982
1.0,80331063,20331198
1.0,80331063,10246308
1.0,80331063,40331164
1.0,80331063,10331194
1.0,80331063,10385926
1.0,80331063,20524677
1.0,80331063,60331059
1.0,80331063,307552
1.0,80331063,30514036
1.0,80331063,514033
1.0,80331063,40497828
1.0,60331059,70331186
1.0,60331059,30263245
1.0,60331059,80331063
1.0,60331059,330982
1.0,50497818,30514036
1.0,50497818,514033
1.0,50497818,40497828
1.0,50497818,70514039
1.0,50497818,10257306
1.0,50497818,10330948
